4,0,98,71
8,1,78,64
18,2,1,20
19,3,37,65
24,4,88,15
26,5,1,4
29,6,57,11
34,7,1,54
39,8,8,92
42,9,1,6
46,10,1,2
48,11,43,31
58,12,30,8
61,13,1,13
66,14,1,98
68,15,1,46
70,16,85,95
70,17,1,11
73,18,1,83
73,19,59,80
76,20,1,7
76,21,9,8
79,22,1,72
92,23,31,35
96,24,34,79
102,25,92,70
106,26,1,46
113,27,1,65
114,28,1,13
125,29,1,92
138,30,81,92
147,31,27,42
151,32,4,14
157,33,69,58
190,34,1,61
201,35,1,5
206,36,1,76
211,37,31,64
218,38,71,12
225,39,1,6
226,40,25,70
231,41,95,51
232,42,1,93
241,43,1,50
241,44,1,100
252,45,9,77
254,46,53,92
257,47,1,78
259,48,66,67
278,49,1,18
294,50,64,30
297,51,46,13
301,52,1,54
304,53,1,20
331,54,8,76
335,55,1,64
340,56,49,17
343,57,22,93
365,58,1,23
365,59,1,10
373,60,7,2
396,61,1,4
400,62,1,56
415,63,1,41
421,64,1,21
422,65,1,73
423,66,30,28
428,67,1,75
430,68,1,9
433,69,85,73
434,70,21,89
447,71,84,8
460,72,63,21
463,73,1,70
475,74,1,96
491,75,7,5
504,76,1,46
505,77,1,68
533,78,19,99
541,79,16,20
546,80,97,2
553,81,1,42
561,82,72,16
564,83,1,13
574,84,1,100
580,85,1,53
610,86,1,84
613,87,5,46
618,88,72,43
628,89,1,64
645,90,7,96
664,91,1,19
680,92,71,13
681,93,30,50
682,94,1,31
696,95,1,85
697,96,60,15
712,97,89,96
712,98,1,62
713,99,1,47
725,100,1,28
726,101,13,32
726,102,88,80
732,103,65,61
734,104,8,57
736,105,54,55
737,106,1,50
738,107,2,19
747,108,71,13
749,109,91,78
754,110,100,48
754,111,1,7
758,112,22,45
763,113,19,22
769,114,1,2
795,115,6,69
801,116,1,23
802,117,1,69
811,118,94,82
817,119,1,96
818,120,27,6
820,121,1,12
821,122,42,93
838,123,1,96
839,124,1,47
846,125,55,72
848,126,58,72
886,127,5,23
893,128,1,19
923,129,47,17
923,130,2,89
930,131,1,85
936,132,1,92
938,133,1,95
949,134,1,9
958,135,20,34
959,136,1,30
971,137,1,62
999,138,1,47
1001,139,27,44
1002,140,1,12
1003,141,1,95
1023,142,25,100
1036,143,1,96
1039,144,1,85
1046,145,1,56
1054,146,48,35
1057,147,94,53
1060,148,88,18
1063,149,82,46
1065,150,1,64
1065,151,1,14
1067,152,1,60
1067,153,21,41
1069,154,61,10
1074,155,1,79
1078,156,32,48
1084,157,26,68
1087,158,76,57
1089,159,1,55
1101,160,1,56
1104,161,87,54
1115,162,88,47
1119,163,1,62
1122,164,12,10
1124,165,1,34
1126,166,1,9
1130,167,21,54
1136,168,6,25
1151,169,63,40
1155,170,14,75
1166,171,42,26
1169,172,1,31
1180,173,58,39
1190,174,97,30
1194,175,30,97
1213,176,39,33
1214,177,13,29
1219,178,78,52
1228,179,14,86
1228,180,16,44
1230,181,1,9
1241,182,82,6
1250,183,87,60
1271,184,50,35
1299,185,1,91
1303,186,98,50
1303,187,1,6
1316,188,42,43
1317,189,1,13
1338,190,1,21
1355,191,98,47
1365,192,88,83
1365,193,1,93
1366,194,67,19
1373,195,1,81
1390,196,7,56
1390,197,1,22
1391,198,62,67
1392,199,1,53
1399,200,92,13
1401,201,66,58
1411,202,50,99
1417,203,1,67
1427,204,1,44
1444,205,17,79
1448,206,1,5
1461,207,16,85
1473,208,1,66
1476,209,10,84
1483,210,1,77
1486,211,44,57
1493,212,1,31
1506,213,1,92
1508,214,1,17
1523,215,1,66
1523,216,43,96
1531,217,9,79
1540,218,1,9
1555,219,1,82
1559,220,1,32
1566,221,1,55
1582,222,11,45
1597,223,70,88
1597,224,63,70
1601,225,75,8
1605,226,1,98
1613,227,58,2
1626,228,1,68
1637,229,1,27
1665,230,48,63
1668,231,100,50
1670,232,40,67
1677,233,1,10
1681,234,1,80
1682,235,67,44
1693,236,1,53
1715,237,1,76
1720,238,1,18
1724,239,1,62
1725,240,1,17
1741,241,1,44
1774,242,11,84
1776,243,97,57
1802,244,1,59
1810,245,1,51
1812,246,1,3
1830,247,1,91
1848,248,91,94
1851,249,77,5
1855,250,1,5
1861,251,1,33
1864,252,1,10
1866,253,50,6
1874,254,86,76
1883,255,1,50
1897,256,1,94
1902,257,27,72
1917,258,21,49
1921,259,1,10
1940,260,1,63
1941,261,14,28
1950,262,1,12
1955,263,86,55
1956,264,1,47
1959,265,37,34
1960,266,1,67
1972,267,1,24
1974,268,1,11
1975,269,1,9
1979,270,91,84
1979,271,88,97
1980,272,55,33
1982,273,1,93
1988,274,1,20
1991,275,1,12
2000,276,13,93
2009,277,46,6
2028,278,40,32
2029,279,1,9
2029,280,41,89
2036,281,50,59
2041,282,1,77
2047,283,83,57
2064,284,1,57
2070,285,1,68
2070,286,39,89
2086,287,73,59
2100,288,1,3
2101,289,79,1
2102,290,1,77
2108,291,1,49
2118,292,17,10
2133,293,1,72
2136,294,1,31
2140,295,1,75
2143,296,29,13
2151,297,1,65
2152,298,49,91
2163,299,69,63
2177,300,34,5
2179,301,66,100
2181,302,77,17
2189,303,61,81
2191,304,80,84
2192,305,1,9
2198,306,1,7
2200,307,78,37
2201,308,25,41
2202,309,69,57
2202,310,3,30
2203,311,11,43
2213,312,59,93
2215,313,1,21
2216,314,40,71
2220,315,73,56
2225,316,1,25
2225,317,92,41
2228,318,1,50
2233,319,1,43
2248,320,65,19
2253,321,1,41
2254,322,38,1
2265,323,1,87
2267,324,68,29
2279,325,38,39
2279,326,1,51
2279,327,1,19
2280,328,1,94
2282,329,64,34
2284,330,1,40
2285,331,1,57
2285,332,38,15
2298,333,1,20
2300,334,98,11
2332,335,1,22
2339,336,1,95
2355,337,1,36
2356,338,1,10
2361,339,1,42
2377,340,1,43
2390,341,49,8
2401,342,1,82
2407,343,1,26
2411,344,1,4
2412,345,16,61
2413,346,1,82
2413,347,78,100
2438,348,1,67
2438,349,1,13
2443,350,1,2
2443,351,1,70
2465,352,1,41
2477,353,48,13
2479,354,1,69
2480,355,1,51
2488,356,31,37
2494,357,47,67
