20,0,55,90
24,1,98,60
44,2,6,1
50,3,74,1
69,4,24,54
73,5,29,76
82,6,81,40
85,7,57,19
120,8,93,1
128,9,28,55
130,10,8,1
145,11,39,94
149,12,87,65
160,13,100,40
167,14,79,34
191,15,69,48
195,16,82,1
222,17,18,65
233,18,5,32
234,19,95,65
238,20,43,26
263,21,98,1
264,22,86,1
275,23,51,100
277,24,26,16
294,25,69,1
296,26,91,1
302,27,79,15
317,28,26,1
317,29,80,79
317,30,48,1
323,31,19,48
325,32,20,54
330,33,7,50
330,34,25,35
333,35,93,55
352,36,49,73
386,37,89,1
391,38,65,1
392,39,69,1
392,40,15,1
393,41,63,74
401,42,11,35
406,43,68,57
411,44,30,1
417,45,35,5
445,46,34,6
450,47,39,1
451,48,10,63
461,49,76,1
474,50,46,92
474,51,36,1
485,52,83,1
488,53,78,40
491,54,34,1
495,55,2,1
502,56,8,1
505,57,26,59
505,58,67,39
514,59,23,45
514,60,81,1
516,61,74,1
526,62,53,1
533,63,9,1
544,64,32,1
569,65,51,50
571,66,2,24
572,67,47,100
578,68,49,66
591,69,35,6
596,70,60,1
597,71,28,1
598,72,89,38
600,73,71,29
601,74,7,1
610,75,22,67
610,76,80,1
626,77,42,3
659,78,59,81
659,79,59,47
682,80,18,26
692,81,11,40
699,82,95,1
704,83,51,1
716,84,25,1
717,85,45,1
719,86,4,1
721,87,44,35
723,88,51,52
729,89,58,1
747,90,81,1
753,91,41,1
759,92,53,5
764,93,16,29
767,94,56,1
787,95,14,58
793,96,75,91
801,97,23,68
806,98,23,73
807,99,84,1
816,100,60,1
844,101,9,1
848,102,86,1
849,103,58,1
880,104,86,1
881,105,7,9
883,106,46,1
884,107,52,1
886,108,97,40
903,109,15,1
905,110,57,1
922,111,57,1
924,112,2,1
925,113,48,1
926,114,2,93
929,115,38,1
946,116,48,59
950,117,75,1
1004,118,81,6
1006,119,4,24
1009,120,63,1
1012,121,26,21
1017,122,82,92
1018,123,84,1
1023,124,10,28
1027,125,48,55
1042,126,65,1
1048,127,69,1
1049,128,48,1
1051,129,62,20
1055,130,98,1
1064,131,52,1
1064,132,38,100
1065,133,1,71
1070,134,28,12
1076,135,10,1
1079,136,80,97
1084,137,95,84
1096,138,89,93
1110,139,95,35
1117,140,43,97
1148,141,84,26
1204,142,70,29
1209,143,42,67
1213,144,29,9
1223,145,83,98
1231,146,76,92
1248,147,39,1
1249,148,63,1
1263,149,8,97
1267,150,19,1
1273,151,1,18
1275,152,50,44
1277,153,27,1
1285,154,83,72
1285,155,97,1
1289,156,62,56
1292,157,43,79
1298,158,92,1
1298,159,81,59
1304,160,75,52
1304,161,24,1
1319,162,17,1
1322,163,61,1
1323,164,40,1
1326,165,17,79
1329,166,31,37
1331,167,17,24
1334,168,3,1
1339,169,83,1
1341,170,25,1
1349,171,23,17
1349,172,67,1
1375,173,30,1
1378,174,39,51
1384,175,7,1
1398,176,10,1
1421,177,100,1
1423,178,32,1
1430,179,53,1
1436,180,79,1
1437,181,99,1
1439,182,62,81
1441,183,11,1
1449,184,19,1
1450,185,51,44
1455,186,82,1
1455,187,36,64
1466,188,67,1
1467,189,45,1
1481,190,72,61
1482,191,61,1
1484,192,62,1
1491,193,96,1
1494,194,73,1
1498,195,75,1
1500,196,85,90
1520,197,46,52
1520,198,14,65
1523,199,64,1
1534,200,65,94
1536,201,46,34
1536,202,1,87
1549,203,51,72
1550,204,60,1
1570,205,33,1
1582,206,88,30
1583,207,50,1
1590,208,80,33
1595,209,64,3
1597,210,55,11
1604,211,68,1
1617,212,41,1
1640,213,10,1
1644,214,100,1
1648,215,90,1
1660,216,77,1
1669,217,83,42
1670,218,23,1
1680,219,34,59
1706,220,33,72
1712,221,40,1
1715,222,47,1
1723,223,36,1
1729,224,62,1
1731,225,70,1
1735,226,5,88
1752,227,29,70
1764,228,45,1
1772,229,52,42
1781,230,23,1
1785,231,25,1
1816,232,45,1
1816,233,59,11
1817,234,13,37
1818,235,40,4
1825,236,35,1
1834,237,94,84
1839,238,42,1
1846,239,56,20
1847,240,21,72
1848,241,69,1
1848,242,39,1
1849,243,45,1
1850,244,71,67
1856,245,30,38
1857,246,50,1
1861,247,44,59
1873,248,13,1
1874,249,98,43
1885,250,83,15
1891,251,47,1
1899,252,30,75
1900,253,72,1
1904,254,52,100
1908,255,63,1
1909,256,17,12
1918,257,56,1
1926,258,91,61
1937,259,37,1
1943,260,67,1
1948,261,10,1
1948,262,81,3
1958,263,13,1
1961,264,13,1
1969,265,74,1
1980,266,38,1
1980,267,85,14
1989,268,88,53
1990,269,84,1
2004,270,18,1
2007,271,87,1
2007,272,49,1
2019,273,59,98
2020,274,13,1
2023,275,26,1
2025,276,11,1
2025,277,78,90
2026,278,8,1
2032,279,8,1
2033,280,91,1
2049,281,35,90
2066,282,90,1
2075,283,16,1
2085,284,51,1
2086,285,79,6
2092,286,62,80
2095,287,20,52
2099,288,9,1
2104,289,22,29
2108,290,23,93
2113,291,92,33
2116,292,17,1
2117,293,48,25
2120,294,4,57
2123,295,89,39
2125,296,20,60
2126,297,54,1
2143,298,41,1
2145,299,96,1
2149,300,90,24
2154,301,14,92
2160,302,69,1
2174,303,24,40
2175,304,35,82
2185,305,36,87
2190,306,16,59
2191,307,17,53
2196,308,52,1
2219,309,31,1
2219,310,23,1
2230,311,1,45
2234,312,65,77
2236,313,46,1
2236,314,17,43
2238,315,47,1
2239,316,98,48
2245,317,94,57
2252,318,36,93
2256,319,41,96
2260,320,97,1
2264,321,5,1
2275,322,6,1
2280,323,52,34
2283,324,39,100
2288,325,21,12
2298,326,31,1
2301,327,94,74
2309,328,49,70
2322,329,32,79
2324,330,17,83
2328,331,21,6
2332,332,88,17
2334,333,19,1
2349,334,49,1
2354,335,58,75
2358,336,34,1
2388,337,92,1
2393,338,34,1
2395,339,89,17
2430,340,14,59
2434,341,99,1
2438,342,78,33
2445,343,65,15
2449,344,33,49
2473,345,88,1
2482,346,2,44
2486,347,50,68
2491,348,94,72
2507,349,35,1
2513,350,100,1
2514,351,52,19
2516,352,54,1
2516,353,17,87
2525,354,62,1
2526,355,61,47
2546,356,79,1
2548,357,61,71
2576,358,80,34
2580,359,97,80
2588,360,80,62
2589,361,57,1
2593,362,65,76
2600,363,83,4
2600,364,72,1
2604,365,83,1
2611,366,41,1
2628,367,17,62
2651,368,71,99
2664,369,10,1
2668,370,85,1
2672,371,18,1
2679,372,65,1
2686,373,60,1
2688,374,4,1
2703,375,72,1
2710,376,51,1
2711,377,36,90
2714,378,46,1
2719,379,38,1
2734,380,54,98
2737,381,97,68
2750,382,78,64
2751,383,99,83
2764,384,93,100
2774,385,76,80
2778,386,73,12
2778,387,40,1
2786,388,77,1
2795,389,98,1
2796,390,39,34
2800,391,99,100
2802,392,100,1
2808,393,92,1
2813,394,31,15
2815,395,52,71
2823,396,98,1
2823,397,62,1
2828,398,51,4
2847,399,99,40
2849,400,48,54
2850,401,22,29
2860,402,8,40
2866,403,13,89
2880,404,1,6
2885,405,91,1
2894,406,36,47
2901,407,70,100
2902,408,78,12
2904,409,52,45
2906,410,72,1
2914,411,29,1
2916,412,26,82
2921,413,70,1
2925,414,85,1
2941,415,51,1
2942,416,85,1
2947,417,86,1
2966,418,31,45
2975,419,5,1
2992,420,44,1
2996,421,19,76
2999,422,12,1
3001,423,86,41
3014,424,27,1
3023,425,12,16
3025,426,61,64
3032,427,43,67
3049,428,32,26
3062,429,70,58
3078,430,7,1
3090,431,99,1
3100,432,41,1
3104,433,14,1
3110,434,90,1
3131,435,17,92
3133,436,13,1
3134,437,76,1
3142,438,76,10
3143,439,60,11
3156,440,9,80
3157,441,82,1
3175,442,52,45
